 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot  1-way_down_LT
*******************************************************************************************
$$SOE
 2016-Apr-14 00:00     14 17 44.65 -09 07 33.4  0.00973322398061   0.0582365     0.08094876
 2016-Apr-15 00:00     14 22 06.65 -09 42 18.5  0.00976713081760   0.0590904     0.08123075
 2016-Apr-16 00:00     14 26 27.45 -10 16 46.3  0.00980137465795   0.0594093     0.08151555
 2016-Apr-17 00:00     14 30 46.97 -10 50 55.3  0.00983565963239   0.0592573     0.08180069
 2016-Apr-18 00:00     14 35 05.04 -11 24 43.6  0.00986972437773   0.0586271     0.08208399
 2016-Apr-19 00:00     14 39 21.54 -11 58 09.8  0.00990329772730   0.0575714     0.08236322
 2016-Apr-20 00:00     14 43 36.26 -12 31 12.3  0.00993615199936   0.0561449     0.08263646
 2016-Apr-21 00:00     14 47 48.97 -13 03 49.6  0.00996808730243   0.0543981     0.08290205
 2016-Apr-22 00:00     14 51 59.41 -13 36 00.2  0.00999893507384   0.0523892     0.08315861
 2016-Apr-23 00:00     14 56 07.31 -14 07 43.0  0.01002856301664   0.0501858     0.08340502
 2016-Apr-24 00:00     15 00 12.41 -14 38 56.7  0.01005688014404   0.0478630     0.08364052
 2016-Apr-25 00:00     15 04 14.40 -15 09 40.1  0.01008384049820   0.0455008     0.08386474
 2016-Apr-26 00:00     15 08 13.01 -15 39 52.3  0.01010944460956   0.0431797     0.08407769
 2016-Apr-27 00:00     15 12 07.94 -16 09 32.3  0.01013373914756   0.0409788     0.08427974
 2016-Apr-28 00:00     15 15 58.89 -16 38 39.2  0.01015681605521   0.0389760     0.08447166
 2016-Apr-29 00:00     15 19 45.62 -17 07 12.1  0.01017881247405   0.0372504     0.08465460
 2016-Apr-30 00:00     15 23 27.87 -17 35 10.4  0.01019991159517   0.0358822     0.08483008
 2016-May-01 00:00     15 27 05.47 -18 02 33.2  0.01022034313747   0.0349516     0.08500000
 2016-May-02 00:00     15 30 38.30 -18 29 20.2  0.01024038153357   0.0345316     0.08516666
 2016-May-03 00:00     15 34 06.36 -18 55 31.0  0.01026033846887   0.0346761     0.08533263
 2016-May-04 00:00     15 37 29.76 -19 21 05.4  0.01028054709173   0.0354018     0.08550070
 2016-May-05 00:00     15 40 48.77 -19 46 03.6  0.01030133481913   0.0366698     0.08567359
 2016-May-06 00:00     15 44 03.80 -20 10 26.0  0.01032298786276   0.0383754     0.08585367
 2016-May-07 00:00     15 47 15.38 -20 34 13.6  0.01034571366385   0.0403531     0.08604268
 2016-May-08 00:00     15 50 24.15 -20 57 27.3  0.01036961193577   0.0424007     0.08624143
 2016-May-09 00:00     15 53 30.73 -21 20 08.4  0.01039466351361   0.0443148     0.08644978
 2016-May-10 00:00     15 56 35.73 -21 42 18.2  0.01042073963407   0.0459239     0.08666665
 2016-May-11 00:00     15 59 39.63 -22 03 57.7  0.01044762651280   0.0471067     0.08689026
 2016-May-12 00:00     16 02 42.84 -22 25 08.1  0.01047505568694   0.0477944     0.08711838
 2016-May-13 00:00     16 05 45.64 -22 45 50.2  0.01050273199072   0.0479611     0.08734856
 2016-May-14 00:00     16 08 48.19 -23 06 04.5  0.01053035448950   0.0476104     0.08757829
 2016-May-15 00:00     16 11 50.60 -23 25 51.7  0.01055762981359   0.0467632     0.08780513
 2016-May-16 00:00     16 14 52.86 -23 45 12.1  0.01058427944727   0.0454489     0.08802677
 2016-May-17 00:00     16 17 54.93 -24 04 06.0  0.01061004326117   0.0437014     0.08824104
 2016-May-18 00:00     16 20 56.70 -24 22 33.7  0.01063468148144   0.0415574     0.08844595
 2016-May-19 00:00     16 23 58.03 -24 40 35.1  0.01065797661814   0.0390576     0.08863969
 2016-May-20 00:00     16 26 58.73 -24 58 10.3  0.01067973655892   0.0362496     0.08882066
 2016-May-21 00:00     16 29 58.56 -25 15 19.4  0.01069979930302   0.0331907     0.08898752
 2016-May-22 00:00     16 32 57.27 -25 32 02.2  0.01071803930183   0.0299501     0.08913921
 2016-May-23 00:00     16 35 54.56 -25 48 18.4  0.01073437462671   0.0266094     0.08927507
 2016-May-24 00:00     16 38 50.13 -26 04 08.0  0.01074877361292   0.0232605     0.08939482
 2016-May-25 00:00     16 41 43.67 -26 19 30.4  0.01076125958816   0.0200013     0.08949867
 2016-May-26 00:00     16 44 34.85 -26 34 25.2  0.01077191329419   0.0169321     0.08958727
 2016-May-27 00:00     16 47 23.35 -26 48 51.8  0.01078087326805   0.0141524     0.08966179
 2016-May-28 00:00     16 50 08.90 -27 02 49.4  0.01078833494016   0.0117594     0.08972385
 2016-May-29 00:00     16 52 51.26 -27 16 17.3  0.01079454847539   0.0098448     0.08977552
 2016-May-30 00:00     16 55 30.27 -27 29 14.5  0.01079981436146   0.0084900     0.08981932
 2016-May-31 00:00     16 58 05.88 -27 41 40.0  0.01080447497436   0.0077568     0.08985808
 2016-Jun-01 00:00     17 00 38.15 -27 53 33.0  0.01080889977618   0.0076748     0.08989488
 2016-Jun-02 00:00     17 03 07.29 -28 04 52.4  0.01081346248539   0.0082268     0.08993283
 2016-Jun-03 00:00     17 05 33.68 -28 15 37.6  0.01081851030767   0.0093370     0.08997481
 2016-Jun-04 00:00     17 07 57.83 -28 25 48.3  0.01082432904313   0.0108692     0.09002320
 2016-Jun-05 00:00     17 10 20.37 -28 35 24.3  0.01083111134066   0.0126405     0.09007961
 2016-Jun-06 00:00     17 12 41.99 -28 44 25.9  0.01083893666822   0.0144472     0.09014469
 2016-Jun-07 00:00     17 15 03.36 -28 52 53.8  0.01084776865721   0.0160968     0.09021814
 2016-Jun-08 00:00     17 17 25.10 -29 00 48.9  0.01085746939306   0.0174336     0.09029882
 2016-Jun-09 00:00     17 19 47.74 -29 08 12.1  0.01086782484301   0.0183504     0.09038494
 2016-Jun-10 00:00     17 22 11.69 -29 15 04.6  0.01087857311091   0.0187874     0.09047433
 2016-Jun-11 00:00     17 24 37.24 -29 21 27.2  0.01088942922782   0.0187226     0.09056462
 2016-Jun-12 00:00     17 27 04.59 -29 27 20.9  0.01090010330834   0.0181590     0.09065339
 2016-Jun-13 00:00     17 29 33.85 -29 32 46.4  0.01091031192749   0.0171144     0.09073830
 2016-Jun-14 00:00     17 32 05.05 -29 37 44.5  0.01091978427731   0.0156139     0.09081708
 2016-Jun-15 00:00     17 34 38.14 -29 42 15.7  0.01092826521113   0.0136863     0.09088761
 2016-Jun-16 00:00     17 37 13.05 -29 46 20.5  0.01093551724948   0.0113640     0.09094792
 2016-Jun-17 00:00     17 39 49.62 -29 49 59.2  0.01094132299839   0.0086848     0.09099621
 2016-Jun-18 00:00     17 42 27.67 -29 53 12.1  0.01094548931175   0.0056956     0.09103086
 2016-Jun-19 00:00     17 45 06.96 -29 55 59.4  0.01094785373370   0.0024563     0.09105052
 2016-Jun-20 00:00     17 47 47.20 -29 58 21.0  0.01094829310779  -0.0009565     0.09105418
 2016-Jun-21 00:00     17 50 28.08 -30 00 16.9  0.01094673329491  -0.0044499     0.09104120
 2016-Jun-22 00:00     17 53 09.25 -30 01 46.7  0.01094315814923  -0.0079167     0.09101147
 2016-Jun-23 00:00     17 55 50.36 -30 02 50.1  0.01093761598825  -0.0112419     0.09096538
 2016-Jun-24 00:00     17 58 31.05 -30 03 26.4  0.01093022236190  -0.0143089     0.09090389
 2016-Jun-25 00:00     18 01 11.01 -30 03 34.8  0.01092115903202  -0.0170060     0.09082851
 2016-Jun-26 00:00     18 03 49.95 -30 03 14.4  0.01091066930825  -0.0192329     0.09074127
 2016-Jun-27 00:00     18 06 27.68 -30 02 24.1  0.01089904972208  -0.0209067     0.09064463
 2016-Jun-28 00:00     18 09 04.13 -30 01 02.5  0.01088663772986  -0.0219698     0.09054141
 2016-Jun-29 00:00     18 11 39.30 -29 59 08.3  0.01087379487158  -0.0223978     0.09043459
 2016-Jun-30 00:00     18 14 13.40 -29 56 40.3  0.01086088524568  -0.0222076     0.09032723
 2016-Jul-01 00:00     18 16 46.72 -29 53 37.2  0.01084824966880  -0.0214636     0.09022214
 2016-Jul-02 00:00     18 19 19.72 -29 49 57.9  0.01083617782117  -0.0202779     0.09012174
 2016-Jul-03 00:00     18 21 52.97 -29 45 41.6  0.01082488239364  -0.0188028     0.09002780
 2016-Jul-04 00:00     18 24 27.09 -29 40 47.7  0.01081448045891  -0.0172138     0.08994129
 2016-Jul-05 00:00     18 27 02.71 -29 35 16.1  0.01080498649091  -0.0156868     0.08986233
 2016-Jul-06 00:00     18 29 40.46 -29 29 06.8  0.01079631844636  -0.0143768     0.08979024
 2016-Jul-07 00:00     18 32 20.87 -29 22 20.1  0.01078831473536  -0.0134027     0.08972368
 2016-Jul-08 00:00     18 35 04.39 -29 14 56.4  0.01078075678860  -0.0128429     0.08966082
 2016-Jul-09 00:00     18 37 51.33 -29 06 56.2  0.01077339186660  -0.0127385     0.08959957
 2016-Jul-10 00:00     18 40 41.95 -28 58 20.1  0.01076595209462  -0.0131024     0.08953769
 2016-Jul-11 00:00     18 43 36.37 -28 49 08.4  0.01075816801944  -0.0139287     0.08947296
 2016-Jul-12 00:00     18 46 34.67 -28 39 21.5  0.01074977685724  -0.0152014     0.08940317
 2016-Jul-13 00:00     18 49 36.83 -28 28 59.8  0.01074052679762  -0.0168992     0.08932624
 2016-Jul-14 00:00     18 52 42.79 -28 18 03.6  0.01073017903124  -0.0189984     0.08924018
 2016-Jul-15 00:00     18 55 52.41 -28 06 33.1  0.01071850933945  -0.0214719     0.08914312
 2016-Jul-16 00:00     18 59 05.52 -27 54 28.3  0.01070531079342  -0.0242862     0.08903335
 2016-Jul-17 00:00     19 02 21.89 -27 41 49.4  0.01069039889565  -0.0273962     0.08890934
 2016-Jul-18 00:00     19 05 41.22 -27 28 36.5  0.01067361993591  -0.0307394     0.08876979
 2016-Jul-19 00:00     19 09 03.18 -27 14 49.6  0.01065486244757  -0.0342315     0.08861379
 2016-Jul-20 00:00     19 12 27.40 -27 00 28.5  0.01063407033479  -0.0377654     0.08844087
 2016-Jul-21 00:00     19 15 53.47 -26 45 33.2  0.01061125486858  -0.0412161     0.08825112
 2016-Jul-22 00:00     19 19 20.96 -26 30 03.5  0.01058650274113  -0.0444492     0.08804526
 2016-Jul-23 00:00     19 22 49.46 -26 13 59.1  0.01055997815005  -0.0473326     0.08782466
 2016-Jul-24 00:00     19 26 18.62 -25 57 19.5  0.01053191825225  -0.0497476     0.08759129
 2016-Jul-25 00:00     19 29 48.14 -25 40 04.2  0.01050262233084  -0.0515993     0.08734765
 2016-Jul-26 00:00     19 33 17.83 -25 22 12.6  0.01047243567340  -0.0528244     0.08709659
 2016-Jul-27 00:00     19 36 47.62 -25 03 43.7  0.01044172966000  -0.0533966     0.08684122
 2016-Jul-28 00:00     19 40 17.48 -24 44 37.2  0.01041084608927  -0.0534092     0.08658437
 2016-Jul-29 00:00     19 43 47.66 -24 24 51.9  0.01038016080556  -0.0527571     0.08632916
 2016-Jul-30 00:00     19 47 18.49 -24 04 26.8  0.01035000174826  -0.0516042     0.08607834
 2016-Jul-31 00:00     19 50 50.38 -23 43 21.1  0.01032062575455  -0.0500668     0.08583403
 2016-Aug-01 00:00     19 54 23.78 -23 21 33.8  0.01029221640957  -0.0482803     0.08559775
 2016-Aug-02 00:00     19 57 59.21 -22 59 04.3  0.01026487679295  -0.0463858     0.08537038
 2016-Aug-03 00:00     20 01 37.17 -22 35 52.0  0.01023863011043  -0.0445165     0.08515209
 2016-Aug-04 00:00     20 05 18.11 -22 11 56.4  0.01021342776994  -0.0427863     0.08494249
 2016-Aug-05 00:00     20 09 02.44 -21 47 17.2  0.01018916299865  -0.0412820     0.08474068
 2016-Aug-06 00:00     20 12 50.51 -21 21 54.0  0.01016568696070  -0.0400626     0.08454544
 2016-Aug-07 00:00     20 16 42.54 -20 55 46.9  0.01014282436326  -0.0391616     0.08435530
 2016-Aug-08 00:00     20 20 38.73 -20 28 55.7  0.01012038634164  -0.0385935     0.08416869
 2016-Aug-09 00:00     20 24 39.17 -20 01 20.5  0.01009817961919  -0.0383603     0.08398400
 2016-Aug-10 00:00     20 28 43.89 -19 33 01.4  0.01007601191127  -0.0384573     0.08379964
 2016-Aug-11 00:00     20 32 52.88 -19 03 58.6  0.01005369444022  -0.0388776     0.08361403
 2016-Aug-12 00:00     20 37 06.06 -18 34 12.3  0.01003104271441  -0.0396135     0.08342564
 2016-Aug-13 00:00     20 41 23.30 -18 03 43.0  0.01000787703164  -0.0406556     0.08323298
 2016-Aug-14 00:00     20 45 44.43 -17 32 31.1  0.00998402429170  -0.0419895     0.08303460
 2016-Aug-15 00:00     20 50 09.19 -17 00 37.3  0.00995932275134  -0.0435891     0.08282916
 2016-Aug-16 00:00     20 54 37.30 -16 28 02.4  0.00993363119159  -0.0454080     0.08261549
 2016-Aug-17 00:00     20 59 08.41 -15 54 47.5  0.00990684301506  -0.0473713     0.08239270
 2016-Aug-18 00:00     21 03 42.10 -15 20 54.0  0.00987890423311  -0.0493719     0.08216034
 2016-Aug-19 00:00     21 08 17.93 -14 46 23.5  0.00984983131823  -0.0512744     0.08191855
 2016-Aug-20 00:00     21 12 55.42 -14 11 17.7  0.00981972391529  -0.0529289     0.08166815
 2016-Aug-21 00:00     21 17 34.12 -13 35 38.9  0.00978876819183  -0.0541889     0.08141070
 2016-Aug-22 00:00     21 22 13.59 -12 59 29.2  0.00975722947869  -0.0549295     0.08114840
 2016-Aug-23 00:00     21 26 53.52 -12 22 50.9  0.00972543577344  -0.0550604     0.08088398
 2016-Aug-24 00:00     21 31 33.65 -11 45 46.3  0.00969375519336  -0.0545334     0.08062050
 2016-Aug-25 00:00     21 36 13.89 -11 08 17.4  0.00966257125027  -0.0533430     0.08036115
 2016-Aug-26 00:00     21 40 54.23 -10 30 26.3  0.00963225975208  -0.0515203     0.08010906
 2016-Aug-27 00:00     21 45 34.78 -09 52 14.7  0.00960316931749  -0.0491270     0.07986712
 2016-Aug-28 00:00     21 50 15.76 -09 13 44.3  0.00957560629518  -0.0462465     0.07963789
 2016-Aug-29 00:00     21 54 57.45 -08 34 56.6  0.00954982425653  -0.0429769     0.07942347
 2016-Aug-30 00:00     21 59 40.16 -07 55 52.8  0.00952601772906  -0.0394234     0.07922547
 2016-Aug-31 00:00     22 04 24.28 -07 16 34.1  0.00950431998183  -0.0356919     0.07904502
 2016-Sep-01 00:00     22 09 10.14 -06 37 01.6  0.00948480443558  -0.0318827     0.07888271
 2016-Sep-02 00:00     22 13 58.10 -05 57 16.3  0.00946748953147  -0.0280852     0.07873871
 2016-Sep-03 00:00     22 18 48.46 -05 17 19.5  0.00945234606710  -0.0243746     0.07861277
 2016-Sep-04 00:00     22 23 41.51 -04 37 12.1  0.00943930585023  -0.0208107     0.07850431
 2016-Sep-05 00:00     22 28 37.45 -03 56 55.5  0.00942827040531  -0.0174389     0.07841253
 2016-Sep-06 00:00     22 33 36.46 -03 16 31.0  0.00941911846743  -0.0142932     0.07833642
 2016-Sep-07 00:00     22 38 38.65 -02 36 00.0  0.00941171151866  -0.0114002     0.07827482
 2016-Sep-08 00:00     22 43 44.08 -01 55 24.1  0.00940589696677  -0.0087827     0.07822646
 2016-Sep-09 00:00     22 48 52.78 -01 14 45.0  0.00940150921986  -0.0064633     0.07818997
 2016-Sep-10 00:00     22 54 04.72 -00 34 04.7  0.00939836914770  -0.0044664     0.07816385
 2016-Sep-11 00:00     22 59 19.82 +00 06 35.0  0.00939628290242  -0.0028184     0.07814650
 2016-Sep-12 00:00     23 04 37.95 +00 47 11.8  0.00939504148718  -0.0015447     0.07813618
 2016-Sep-13 00:00     23 09 58.90 +01 27 43.2  0.00939442288507  -0.0006636     0.07813103
 2016-Sep-14 00:00     23 15 22.40 +02 08 06.6  0.00939419890167  -0.0001763     0.07812917
 2016-Sep-15 00:00     23 20 48.11 +02 48 18.8  0.00939414865968  -0.0000540     0.07812875
 2016-Sep-16 00:00     23 26 15.59 +03 28 16.1  0.00939407962388  -0.0002257     0.07812818
 2016-Sep-17 00:00     23 31 44.35 +04 07 54.6  0.00939385374079  -0.0005739     0.07812630
 2016-Sep-18 00:00     23 37 13.82 +04 47 09.6  0.00939341227711  -0.0009446     0.07812263
 2016-Sep-19 00:00     23 42 43.45 +05 25 56.2  0.00939279062779  -0.0011706     0.07811746
 2016-Sep-20 00:00     23 48 12.68 +06 04 09.4  0.00939211716844  -0.0011015     0.07811186
 2016-Sep-21 00:00     23 53 41.03 +06 41 44.2  0.00939159692269  -0.0006253     0.07810753
 2016-Sep-22 00:00     23 59 08.10 +07 18 35.7  0.00939148583625   0.0003220     0.07810661
 2016-Sep-23 00:00     00 04 33.62 +07 54 39.8  0.00939206327277   0.0017586     0.07811141
 2016-Sep-24 00:00     00 09 57.40 +08 29 52.6  0.00939360797834   0.0036660     0.07812426
 2016-Sep-25 00:00     00 15 19.36 +09 04 11.1  0.00939638016832   0.0060004     0.07814731
 2016-Sep-26 00:00     00 20 39.50 +09 37 32.8  0.00940060980033   0.0087023     0.07818249
 2016-Sep-27 00:00     00 25 57.89 +10 09 55.8  0.00940648970103   0.0117035     0.07823139
 2016-Sep-28 00:00     00 31 14.64 +10 41 18.9  0.00941417207910   0.0149319     0.07829528
 2016-Sep-29 00:00     00 36 29.94 +11 11 41.3  0.00942378519341   0.0184327     0.07837523
 2016-Sep-30 00:00     00 41 43.97 +11 41 02.9  0.00943543001510   0.0219003     0.07847208
 2016-Oct-01 00:00     00 46 56.89 +12 09 23.3  0.00944908406379   0.0253792     0.07858564
 2016-Oct-02 00:00     00 52 08.88 +12 36 43.0  0.00946473456035   0.0288034     0.07871580
 2016-Oct-03 00:00     00 57 20.12 +13 03 02.5  0.00948233219927   0.0321125     0.07886215
 2016-Oct-04 00:00     01 02 30.78 +13 28 22.6  0.00950179438519   0.0352517     0.07902401
 2016-Oct-05 00:00     01 07 40.99 +13 52 44.5  0.00952300844075   0.0381713     0.07920045
 2016-Oct-06 00:00     01 12 50.87 +14 16 09.2  0.00954583416579   0.0408254     0.07939028
 2016-Oct-07 00:00     01 18 00.52 +14 38 37.9  0.00957010534935   0.0431695     0.07959214
 2016-Oct-08 00:00     01 23 10.00 +15 00 11.9  0.00959562986396   0.0451579     0.07980442
 2016-Oct-09 00:00     01 28 19.33 +15 20 52.4  0.00962218838343   0.0467418     0.08002530
 2016-Oct-10 00:00     01 33 28.51 +15 40 40.7  0.00964953223400   0.0478684     0.08025271
 2016-Oct-11 00:00     01 38 37.47 +15 59 38.1  0.00967738149442   0.0484829     0.08048433
 2016-Oct-12 00:00     01 43 46.09 +16 17 45.6  0.00970542522240   0.0485342     0.08071756
 2016-Oct-13 00:00     01 48 54.18 +16 35 04.0  0.00973332648255   0.0479855     0.08094961
 2016-Oct-14 00:00     01 54 01.44 +16 51 33.7  0.00976073522872   0.0468312     0.08117756
 2016-Oct-15 00:00     01 59 07.47 +17 07 14.7  0.00978731125797   0.0451139     0.08139859
 2016-Oct-16 00:00     02 04 11.76 +17 22 06.4  0.00981275650733   0.0429381     0.08161021
 2016-Oct-17 00:00     02 09 13.73 +17 36 07.7  0.00983685100227   0.0404678     0.08181060
 2016-Oct-18 00:00     02 14 12.74 +17 49 17.2  0.00985948206838   0.0379053     0.08199881
 2016-Oct-19 00:00     02 19 08.17 +18 01 33.3  0.00988065595200   0.0354536     0.08217491
 2016-Oct-20 00:00     02 23 59.47 +18 12 54.5  0.00990048774048   0.0332815     0.08233985
 2016-Oct-21 00:00     02 28 46.17 +18 23 19.7  0.00991917476512   0.0315036     0.08249526
 2016-Oct-22 00:00     02 33 27.92 +18 32 48.5  0.00993696416096   0.0301788     0.08264321
 2016-Oct-23 00:00     02 38 04.49 +18 41 20.6  0.00995412366228   0.0293217     0.08278592
 2016-Oct-24 00:00     02 42 35.76 +18 48 56.7  0.00997092000391   0.0289167     0.08292561
 2016-Oct-25 00:00     02 47 01.70 +18 55 37.7  0.00998760513214   0.0289300     0.08306438
 2016-Oct-26 00:00     02 51 22.37 +19 01 25.3  0.01000440836774   0.0293180     0.08320413
 2016-Oct-27 00:00     02 55 37.89 +19 06 21.3  0.01002153222571   0.0300318     0.08334654
 2016-Oct-28 00:00     02 59 48.45 +19 10 27.8  0.01003914997071   0.0310193     0.08349306
 2016-Oct-29 00:00     03 03 54.27 +19 13 47.5  0.01005740383486   0.0322253     0.08364488
 2016-Oct-30 00:00     03 07 55.62 +19 16 22.9  0.01007640335734   0.0335916     0.08380289
 2016-Oct-31 00:00     03 11 52.80 +19 18 17.1  0.01009622380875   0.0350578     0.08396773
 2016-Nov-01 00:00     03 15 46.14 +19 19 32.8  0.01011690487494   0.0365614     0.08413973
 2016-Nov-02 00:00     03 19 35.81 +19 20 13.7  0.01013844635027   0.0380204     0.08431889
 2016-Nov-03 00:00     03 23 22.06 +19 20 23.1  0.01016080635353   0.0393915     0.08450485
 2016-Nov-04 00:00     03 27 05.48 +19 20 03.4  0.01018391641782   0.0406069     0.08469705
 2016-Nov-05 00:00     03 30 46.41 +19 19 17.3  0.01020766760623   0.0416005     0.08489458
 2016-Nov-06 00:00     03 34 25.14 +19 18 07.9  0.01023191209488   0.0423035     0.08509622
 2016-Nov-07 00:00     03 38 01.98 +19 16 37.7  0.01025646156548   0.0426443     0.08530039
 2016-Nov-08 00:00     03 41 37.15 +19 14 49.3  0.01028108526533   0.0425479     0.08550518
 2016-Nov-09 00:00     03 45 10.87 +19 12 44.9  0.01030550881608   0.0419388     0.08570830
 2016-Nov-10 00:00     03 48 43.25 +19 10 26.5  0.01032941570786   0.0407484     0.08590713
 2016-Nov-11 00:00     03 52 14.33 +19 07 55.7  0.01035245462693   0.0389274     0.08609874
 2016-Nov-12 00:00     03 55 44.02 +19 05 13.7  0.01037425597149   0.0364652     0.08628006
 2016-Nov-13 00:00     03 59 12.10 +19 02 21.1  0.01039445993483   0.0334095     0.08644809
 2016-Nov-14 00:00     04 02 38.24 +18 59 18.1  0.01041275481150   0.0298801     0.08660024
 2016-Nov-15 00:00     04 06 01.97 +18 56 04.6  0.01042891849544   0.0260651     0.08673467
 2016-Nov-16 00:00     04 09 22.81 +18 52 40.2  0.01044285118985   0.0221938     0.08685055
 2016-Nov-17 00:00     04 12 40.24 +18 49 04.3  0.01045458745844   0.0184946     0.08694815
 2016-Nov-18 00:00     04 15 53.83 +18 45 16.7  0.01046428361458   0.0151553     0.08702879
 2016-Nov-19 00:00     04 19 03.25 +18 41 17.4  0.01047218681436   0.0123011     0.08709452
 2016-Nov-20 00:00     04 22 08.27 +18 37 06.8  0.01047859810214   0.0099947     0.08714784
 2016-Nov-21 00:00     04 25 08.78 +18 32 45.5  0.01048383981760   0.0082500     0.08719144
 2016-Nov-22 00:00     04 28 04.81 +18 28 14.7  0.01048823217446   0.0070485     0.08722797
 2016-Nov-23 00:00     04 30 56.44 +18 23 35.5  0.01049207899669   0.0063537     0.08725996
 2016-Nov-24 00:00     04 33 43.85 +18 18 49.6  0.01049566005124   0.0061201     0.08728974
 2016-Nov-25 00:00     04 36 27.29 +18 13 58.6  0.01049922741859   0.0062977     0.08731941
 2016-Nov-26 00:00     04 39 07.05 +18 09 04.1  0.01050300341679   0.0068335     0.08735082
 2016-Nov-27 00:00     04 41 43.49 +18 04 08.2  0.01050717873304   0.0076707     0.08738554
 2016-Nov-28 00:00     04 44 16.98 +17 59 12.5  0.01051191003972   0.0087481     0.08742489
 2016-Nov-29 00:00     04 46 47.96 +17 54 19.1  0.01051731692680   0.0099985     0.08746986
 2016-Nov-30 00:00     04 49 16.88 +17 49 29.8  0.01052347846051   0.0113487     0.08752110
 2016-Dec-01 00:00     04 51 44.21 +17 44 46.4  0.01053042980510   0.0127200     0.08757891
 2016-Dec-02 00:00     04 54 10.44 +17 40 10.5  0.01053815927120   0.0140291     0.08764320
 2016-Dec-03 00:00     04 56 36.04 +17 35 43.8  0.01054660615475   0.0151898     0.08771345
 2016-Dec-04 00:00     04 59 01.48 +17 31 27.8  0.01055565936615   0.0161141     0.08778874
 2016-Dec-05 00:00     05 01 27.19 +17 27 23.6  0.01056515683795   0.0167135     0.08786773
 2016-Dec-06 00:00     05 03 53.58 +17 23 32.3  0.01057488569160   0.0169009     0.08794864
 2016-Dec-07 00:00     05 06 21.00 +17 19 54.7  0.01058458347162   0.0165925     0.08802930
 2016-Dec-08 00:00     05 08 49.70 +17 16 31.4  0.01059394148693   0.0157129     0.08810712
 2016-Dec-09 00:00     05 11 19.87 +17 13 22.5  0.01060261205936   0.0142043     0.08817924
 2016-Dec-10 00:00     05 13 51.56 +17 10 28.1  0.01061022219521   0.0120396     0.08824253
 2016-Dec-11 00:00     05 16 24.72 +17 07 47.9  0.01061639614593   0.0092392     0.08829387
 2016-Dec-12 00:00     05 18 59.13 +17 05 21.5  0.01062078751837   0.0058863     0.08833040
 2016-Dec-13 00:00     05 21 34.46 +17 03 08.1  0.01062311779024   0.0021323     0.08834978
 2016-Dec-14 00:00     05 24 10.30 +17 01 07.0  0.01062321306645  -0.0018155     0.08835057
 2016-Dec-15 00:00     05 26 46.19 +16 59 17.7  0.01062102793025  -0.0057262     0.08833240
 2016-Dec-16 00:00     05 29 21.69 +16 57 39.8  0.01061664741156  -0.0093857     0.08829596
 2016-Dec-17 00:00     05 31 56.43 +16 56 12.9  0.01061026667680  -0.0126308     0.08824290
 2016-Dec-18 00:00     05 34 30.15 +16 54 57.1  0.01060215682564  -0.0153623     0.08817545
 2016-Dec-19 00:00     05 37 02.71 +16 53 52.6  0.01059262855870  -0.0175401     0.08809621
 2016-Dec-20 00:00     05 39 34.06 +16 52 59.8  0.01058200236481  -0.0191676     0.08800783
 2016-Dec-21 00:00     05 42 04.27 +16 52 19.2  0.01057058832560  -0.0202746     0.08791290
 2016-Dec-22 00:00     05 44 33.49 +16 51 51.4  0.01055867493660  -0.0209045     0.08781382
 2016-Dec-23 00:00     05 47 01.93 +16 51 36.7  0.01054652394770  -0.0211056     0.08771277
 2016-Dec-24 00:00     05 49 29.87 +16 51 35.9  0.01053436863874  -0.0209278     0.08761167
 2016-Dec-25 00:00     05 51 57.62 +16 51 49.2  0.01052241318993  -0.0204222     0.08751224
 2016-Dec-26 00:00     05 54 25.56 +16 52 17.2  0.01051083162582  -0.0196424     0.08741592
 2016-Dec-27 00:00     05 56 54.09 +16 53 00.2  0.01049976553646  -0.0186475     0.08732389
 2016-Dec-28 00:00     05 59 23.67 +16 53 58.3  0.01048932036579  -0.0175040     0.08723702
 2016-Dec-29 00:00     06 01 54.77 +16 55 11.5  0.01047953391903  -0.0163938     0.08715563
 2016-Dec-30 00:00     06 04 27.88 +16 56 39.8  0.01047041626992  -0.0151887     0.08707980
 2016-Dec-31 00:00     06 07 03.53 +16 58 22.9  0.01046196941202  -0.0140867     0.08700955
 2017-Jan-01 00:00     06 09 42.22 +17 00 20.5  0.01045410612792  -0.0131837     0.08694415
 2017-Jan-02 00:00     06 12 24.44 +17 02 31.7  0.01044668368036  -0.0125763     0.08688242
 2017-Jan-03 00:00     06 15 10.63 +17 04 55.9  0.01043950435214  -0.0123566     0.08682271
 2017-Jan-04 00:00     06 18 01.19 +17 07 31.9  0.01043231951307  -0.0126083     0.08676296
 2017-Jan-05 00:00     06 20 56.41 +17 10 18.7  0.01042483598522  -0.0134012     0.08670072
 2017-Jan-06 00:00     06 23 56.52 +17 13 15.0  0.01041672560070  -0.0147853     0.08663327
 2017-Jan-07 00:00     06 27 01.62 +17 16 19.4  0.01040763870940  -0.0167837     0.08655769
 2017-Jan-08 00:00     06 30 11.70 +17 19 30.4  0.01039722267270  -0.0193820     0.08647106
 2017-Jan-09 00:00     06 33 26.59 +17 22 46.7  0.01038514592555  -0.0225201     0.08637062
 2017-Jan-10 00:00     06 36 46.05 +17 26 07.0  0.01037112666849  -0.0260855     0.08625403
